uri,title,popularity,base_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
5TiiZFMEmCAWwt66FzPefR,Cose Non Sane (Interlude),65,79.0,0.197,0.393,8,-13.144,0,0.041,0.645,1.09e-06,0.182,0.239,138.06,44590,4
190tD6o6D355gAyU7yJ1cz,Dreaming Of You,0,74.0,0.548,0.531,8,-7.83,1,0.035,0.343,0.000151,0.0575,0.237,165.805,314387,4
7CrVVRqgmBiYULVhJMCGUu,F,29,14.0,0.529,0.695,10,-8.826,0,0.131,0.178,1.32e-06,0.343,0.702,139.011,138187,4
7bx66Je824Iak8c1CfsMrE,Dos Problemas (feat. Big Soto) - Remix,78,71.25,0.728,0.527,7,-7.508,1,0.227,0.57,0.0,0.13,0.817,168.017,243217,4
5a1iz510sv2W9Dt1MvFd5R,It's Beginning to Look a Lot like Christmas,91,90.0,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,206640,3
100wbVOhDwNryu9ck6uUnC,Ma cherie - Dj Antoine Vs Mad Mark 2K12 Radio Edit,55,55.333333333333336,0.757,0.584,5,-5.036,0,0.211,0.0255,0.0002,0.0465,0.856,127.929,191164,4
2mDQv1LKuPH1NYD67WpxOP,Ley Seca,2,89.5,0.754,0.847,8,-3.731,1,0.0926,0.127,0.0,0.174,0.546,104.973,263653,4
7kbNxrE5FAIAh8wnkpWabF,"Herz und Mund und Tat und Leben, BWV 147, Pt. 2: X. Chorale, Jesu bleibet meine Freude (Arr. for Organ)",0,49.0,0.24,0.163,7,-19.894,1,0.038,0.726,0.871,0.111,0.0558,69.973,191027,4
3IQtriMreBsFu3OOCv6By0,traitor,0,91.0,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4
2cKovq3l6OJjhVVDbVKOsr,The Other Side,74,71.5,0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,214373,4
5PRJIR93pu7bcOkIEAhn6H,"Christmas Oratorio, BWV 248 / Part Five - For The 1st Sunday In The New Year: No. 49 Rezitativ: ""Warum wollt ihr erschrecken?""",0,63.0,0.505,0.0795,10,-21.738,1,0.0647,0.932,0.0,0.199,0.208,104.668,30000,4
78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,80,87.33333333333333,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,188238,4
2r6OAV3WsYtXuXjvJ1lIDi,Hello (feat. A Boogie Wit da Hoodie),83,87.0,0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97,190534,4
6MBmDOqhwJurbSGJKeSidu,J,12,45.0,0.727,0.846,9,-8.513,0,0.0557,0.107,0.799,0.101,0.305,120.001,310000,4
4MTlIhliwFJnTfbEoctDyB,AIRFORCE (feat. Madame),65,69.66666666666667,0.458,0.625,10,-7.053,0,0.18,0.394,0.0,0.107,0.353,78.54,220235,4
5mqzhMuUpvnMfwNz6iepmO,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",71,73.75,0.618,0.845,2,0.175,1,0.132,0.114,0.0,0.415,0.486,171.921,181720,4
4laAKIq9ZxBCwf99rauPYb,Remember,82,84.5,0.612,0.862,8,-2.903,1,0.037,0.041,0.0,0.0907,0.354,123.849,160766,4
0LWkaEyQRkF0XAms8Bg1fC,Party Up,73,74.0,0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,268867,4
1KjQPDJQCUuqDj3AmfSBCa,CAPO,78,81.0,0.617,0.953,2,-4.162,1,0.0693,0.119,0.0,0.331,0.594,154.964,192200,4
1nQRg9q9uwALGzouOX5OyQ,Radio Ga Ga - Remastered 2011,77,88.0,0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344,348227,4
3GAhWNfG7CQT5Ubc7XcLoc,Me Gusta,0,67.0,0.603,0.739,11,-3.976,1,0.0538,0.251,1.17e-06,0.195,0.734,180.114,195693,4
72Sa5GGIZEqtr7OsSR3o9J,It's Beginning To Look A Lot Like Christmas,1,83.0,0.488,0.211,0,-15.018,0,0.048,0.765,0.0,0.136,0.574,95.781,166000,4
4WQ9yeL5N5UNbCfVfKPUlz,Babyma (feat. MV Killa),57,67.33333333333333,0.618,0.739,4,-4.69,0,0.285,0.0805,0.0,0.276,0.722,111.854,207143,5
1WRgbuNG32lNaEvK5hEAgy,L'ERBA VOGLIO (Geordie) (feat. Emis Killa),51,69.0,0.691,0.733,5,-5.228,0,0.0452,0.0832,0.0,0.12,0.328,89.963,153173,4
40X2TAPnePjSKifiJGUXBV,Un Mondo Magico,58,53.666666666666664,0.669,0.893,1,-6.042,1,0.0599,0.0879,1.37e-06,0.167,0.758,128.036,170625,4
127uq83uGFapbddqiMUKky,Sexy Bitch (feat. Akon),78,86.0,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853,4
7LuQSbESnkQERmnVgHx6Sa,Thank God It's Christmas - 2011 Remaster,1,88.0,0.575,0.508,7,-6.752,1,0.0249,0.185,0.0,0.294,0.335,107.926,259507,3
734dz1YaFITwawPpM25fSt,Je veux,71,67.0,0.525,0.807,2,-6.366,0,0.0725,0.251,0.0,0.0504,0.741,155.397,215933,4
6IPNp9PfaEqrzotY47TIWy,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",87,85.5,0.8,0.837,6,-2.807,0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,225600,4
30UQ4lCKtYYbKajGwjqKfQ,Paolo e Francesca,47,51.0,0.554,0.737,10,-7.262,0,0.341,0.259,0.0,0.118,0.345,169.929,245647,4
3QG8IqSjbBVZHcQnt0us6E,Have Yourself A Merry Little Christmas - Remastered 1999,3,86.0,0.303,0.137,8,-15.235,1,0.032,0.913,7.31e-06,0.267,0.299,137.484,206600,4
71qB68guEJjbvtjlkZ8DF5,Undeniable (feat. X Ambassadors),79,79.5,0.684,0.506,6,-6.743,1,0.0338,0.159,0.0,0.26,0.352,108.036,180596,4
2BcMwX1MPV6ZHP4tUT9uq6,Knife Talk (with 21 Savage ft. Project Pat),91,87.33333333333333,0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966,4
7yYegdhi4lwCPPmyROOr4O,Tuta Black,57,66.5,0.835,0.606,2,-8.139,1,0.141,0.163,0.0,0.097,0.346,129.938,195692,4
0YWUHZPJVg4iujddsJDwhM,My Only Wish (This Year),84,84.0,0.669,0.843,0,-3.766,1,0.0268,0.169,0.0,0.195,0.702,147.08,255400,4
1LwmkUYASktEIe7YL6r7ZA,Up,1,85.0,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945,4
6YUTL4dYpB9xZO5qExPf05,Summer,83,85.0,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4
2FbPSLBODnLZO1Gou746vW,SCACCIACANI – feat. Massimo Pericolo – prod. Crookers & Nic Sarno,56,66.0,0.651,0.652,0,-4.365,0,0.0366,0.24,0.0,0.128,0.46,133.971,219948,4
3tjKbhvPU6mV0nnJQ987SP,Freed from Desire - Xtm Remix Edit,51,47.5,0.611,0.925,0,-5.706,1,0.045,0.0246,0.171,0.152,0.501,135.995,213907,4
3uqFFmxrCv4nzkKFSNbXHv,No Cap (feat. Geolier),65,68.33333333333333,0.769,0.764,0,-4.187,0,0.0636,0.0579,0.0,0.252,0.741,134.107,193433,4
53AdN8MiaKbcGLPSvXNNLp,Who's In Your Head,0,81.0,0.704,0.778,5,-5.331,1,0.0971,0.00447,0.0,0.0731,0.821,101.025,183537,4
128MrfXUWr1SbkWvYqrt3i,B,5,43.0,0.688,0.205,0,-17.126,1,0.042,0.0177,0.838,0.0799,0.269,112.009,704750,4
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,85,90.0,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4
1w2UbFSLcpvhpqilcXmNiY,68,43,71.0,0.773,0.725,6,-6.001,1,0.208,0.0685,0.000124,0.67,0.742,101.925,217000,4
40jiSk9g7FsCQAHfS2YpmM,Chissà se mi pensi,14,58.0,0.301,0.485,7,-8.812,1,0.0287,0.493,0.0,0.0978,0.272,77.567,235413,4
6U0vwOILZNn5O6w1IZ1Mzr,From My Window,77,95.0,0.702,0.514,4,-6.674,0,0.0432,0.129,0.0,0.104,0.133,76.982,187212,4
09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),82,79.33333333333333,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,204764,4
35srNkJVToAzYiZzron1FY,Young Forever,68,72.5,0.637,0.69,9,-3.214,0,0.0693,0.417,0.0,0.211,0.103,140.329,253907,4
2d224Kz40wqb4TwWSZGgia,Se mi rilasso collasso,54,51.5,0.64,0.905,2,-5.775,1,0.0807,0.109,0.0,0.338,0.344,132.077,202358,4
2oaK4JLVnmRGIO9ytBE1bt,Dark Necessities,75,84.0,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000,4
6G5vNAlLT268YWSB0ZVI6J,Non abbiam bisogno di parole,53,44.0,0.428,0.609,9,-10.231,0,0.0313,0.167,0.0,0.0822,0.378,84.793,256800,4
3coXkVCmHlr5oNdha074iL,Like It's Christmas,0,81.0,0.725,0.571,1,-6.007,1,0.103,0.0182,0.0,0.0519,0.609,146.035,200880,4
2DLrgv7HhJanCuD8L9uJLR,Zenzenzense - movie ver.,66,72.0,0.321,0.906,11,-3.967,1,0.141,0.000439,0.0,0.0862,0.641,189.776,285880,4
16XiTUC2rQvb5lmtOm3FYY,Us,78,76.0,0.559,0.473,0,-4.147,1,0.0364,0.177,1.5e-06,0.108,0.341,69.973,181360,4
7mXunyvpClkeuQt0eXZawR,Hear Me Say,2,73.5,0.697,0.836,5,-5.005,1,0.0437,0.133,4.46e-06,0.0754,0.631,121.977,190772,4
7LZDbABGg2NfnGsyIs2SeB,Parole parole - 2001 Remastered Version,55,60.0,0.578,0.198,5,-17.615,0,0.0378,0.931,0.0011,0.106,0.549,130.798,238387,4
6oO10y1h2VyxJQfomG4CtH,Take Me Home,71,76.0,0.558,0.451,9,-6.163,1,0.0388,0.292,0.0,0.101,0.238,150.008,265382,4
6xYv57izh2l0a718ky7g1Z,Che Sogno Incredibile,61,57.0,0.743,0.708,1,-4.755,1,0.146,0.0574,0.0,0.0848,0.744,88.974,183034,4
4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),83,73.5,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,179080,4
57qOMZrbvnYyPRLodmnQk8,L'isola che non c'è,55,56.0,0.544,0.469,5,-8.783,1,0.0343,0.424,0.0,0.186,0.524,80.549,240507,4
1RthUx8ceLwXRoIzXUjPvr,RELXJXTE,5,74.0,0.859,0.575,6,-6.845,1,0.0798,0.0941,0.00018,0.105,0.607,93.007,185813,4
4tuwamaOo3QJquXaFaaGOX,El Sendero,63,54.5,0.725,0.863,2,-5.518,0,0.172,0.17,3.7e-06,0.291,0.683,129.923,229303,4
7HbJbfD4uZEvmSFc2nVLCG,SOLO/ALONE,59,68.0,0.628,0.597,8,-6.083,0,0.0566,0.391,0.0,0.13,0.302,140.758,237755,4
1oZMRH3clIdiqzqZTzSEYt,RIDERE DI TE - MTV Unplugged,52,75.0,0.555,0.407,11,-10.631,0,0.0336,0.768,0.00108,0.123,0.257,154.981,257528,4
4LDpIIBicBOkMr6GWDRqfO,Mistletoe And Holly - Remastered 1999,1,86.0,0.554,0.147,9,-11.111,1,0.0373,0.823,0.0,0.0754,0.345,108.791,137547,4
0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,97,87.0,0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,241107,4
4zI2FjKRrdP6LxTO8PYh69,La Stazione Dei Ricordi,45,72.0,0.539,0.265,4,-14.813,1,0.172,0.876,2.01e-06,0.369,0.376,149.758,250000,3
6W4SftknKhWj0iFoHN7aYU,that way - with Jeremy Zucker,72,80.5,0.394,0.398,0,-10.202,1,0.219,0.573,0.0,0.313,0.361,78.438,174300,3
2X72dMR8pFZTM4NZ31XHsF,"Eugene Onegin, Op. 24, TH 5 / Act 2: ""Kuda, kuda, kuda vi udalilis""",0,41.5,0.199,0.152,4,-17.655,0,0.0519,0.976,0.00014,0.117,0.0512,164.983,352520,3
5w7O8FlSBuu5W4LA2fr02L,Mi prenderò cura di te,58,42.0,0.397,0.551,0,-7.751,1,0.0472,0.704,0.0,0.118,0.412,125.271,147120,5
0J8IImly9ra8NkZcQQjaCb,"Sonata No.2 in E flat major, BWV 1031 - Arr. Wilhelm Kempff: Siciliano",0,65.0,0.252,0.0387,7,-30.99,0,0.0543,0.995,0.932,0.085,0.237,209.535,217000,4
72mCu5IteX3hZA8lZDLdrN,Venerdì,57,67.0,0.491,0.479,9,-8.939,1,0.0522,0.503,0.0,0.0402,0.155,79.103,190948,4
20PzhsnRtXAZZv5EymhQsZ,Magari no,69,61.0,0.483,0.842,3,-4.33,1,0.0973,0.00634,0.0,0.181,0.273,161.917,229904,4
0dyhUESkvMLho8ddYgyoMT,S,17,14.0,0.254,0.476,10,-9.521,0,0.0522,0.254,0.635,0.184,0.326,92.765,97020,4
5vjLSffimiIP26QG5WcN2K,Hold On,83,67.0,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,198853,4
1qrSsp0HfftMjsTjVz7XTH,"Christmas Oratorio, BWV 248 / Part Six - For The Feast Of Epiphany: No. 54 Chor: ""Herr, wenn die stolzen Feinde schnauben""",1,65.0,0.41,0.281,1,-15.913,1,0.0349,0.953,0.449,0.071,0.354,150.058,306200,3
6AtZLIzUINvExIUy4QhdjP,I Knew You Were Trouble (Taylor's Version),84,100.0,0.584,0.557,6,-6.371,1,0.0342,0.0129,0.0,0.0576,0.767,154.008,219760,4
6XPsjAXi1tgQRSvzg2dI7v,G,11,31.0,0.772,0.359,10,-11.033,0,0.177,0.231,0.899,0.101,0.889,139.976,63429,4
7ruXJI4gDsn3hzlbIzoZv3,Cold Heart - PNAU Remix,0,88.33333333333333,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
0iOZM63lendWRTTeKhZBSC,"Mrs. Robinson - From ""The Graduate"" Soundtrack",77,74.0,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027,4
1v7L65Lzy0j0vdpRjJewt1,"Lose Yourself - From ""8 Mile"" Soundtrack",78,93.0,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,322227,4
3C0nOe05EIt1390bVABLyN,On The Floor,81,82.0,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,284867,4
5mQvFCSzGQijKJMYhQ5ig0,Merry Xmas Everybody (feat. Jamie Cullum),58,73.0,0.423,0.757,0,-6.755,0,0.0548,0.316,0.0,0.24,0.404,133.963,213867,4
6Qbe2vDpsUCiAQpPRWNRCB,Fake News,50,34.0,0.863,0.848,9,-4.817,0,0.221,0.0276,1.1e-06,0.215,0.809,128.012,162187,4
47jPZoeY2hgKA4Y4Zk3etW,È Andata Così,49,48.0,0.674,0.546,0,-7.677,1,0.0432,0.553,0.0,0.0767,0.298,100.075,232800,4
5vaOdnTldKw74qWjezLfRO,Lipstick,71,73.0,0.777,0.9,9,-4.806,0,0.0731,0.0382,0.0,0.0408,0.939,126.033,180978,4
6XtdTzP6mAXNvJLr0R4bZO,Pensieri e parole,48,60.0,0.365,0.332,9,-10.167,0,0.0447,0.0421,0.0,0.273,0.199,76.725,231013,4
6l9L7zNJu6tEhi1YfW0gZw,Mi fai bene,56,54.0,0.715,0.617,11,-6.972,1,0.0939,0.461,0.0,0.122,0.552,123.92,149032,4
6ekX0kJeAjol3AoHnZLJHp,"Clarinet Quintet in A Major, K. 581: II. Larghetto",0,46.666666666666664,0.0875,0.0196,2,-24.862,1,0.0428,0.986,0.817,0.11,0.0485,82.992,402560,4
2DjXrJhzjNovvn74hP0OU6,La finestra di Greta,61,72.0,0.544,0.653,7,-6.138,1,0.145,0.614,0.0,0.0608,0.276,80.062,195013,4
0zqBZqm5czQ3A4EoSdKFHj,Man On The Moon,79,76.5,0.668,0.816,4,-5.648,0,0.0367,0.0557,1.02e-06,0.197,0.5,129.971,178625,4
0A85tPJ5uRYudixySOsfIV,LORO,76,82.0,0.57,0.606,2,-6.731,1,0.193,0.408,7.13e-06,0.253,0.536,93.089,198187,4
4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),80,88.66666666666667,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,204467,4
2512VtkrcUHav23oV66xqf,"DEFUERA (feat. Ghali, Madame & Marracash)",57,67.25,0.726,0.858,1,-3.065,0,0.0553,0.0639,0.000741,0.222,0.556,97.039,199946,4
4GSDkZt7GcmzBWmsMcpaVO,Dancing In The Moonlight (feat. NEIMY),77,66.5,0.659,0.615,11,-5.865,0,0.0644,0.27,0.0,0.187,0.193,119.843,164010,4
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),83,83.5,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,4
7eIvQ8IYsIqjCeN8ZvkwA2,KANDINSKY (feat. Ernia & Rose Villain),52,64.0,0.735,0.776,5,-5.365,0,0.0345,0.0853,0.0,0.0948,0.616,125.065,168760,4
2Un5UUgf02IKNysiaR8tlD,Latest Trends,3,72.0,0.716,0.513,5,-10.159,0,0.223,0.085,0.0,0.12,0.8,141.894,158118,4
6vEFy7TE2d538IFaPtJ9Rz,Ventitre,58,45.5,0.604,0.27,11,-17.041,1,0.14,0.906,3.49e-06,0.0923,0.543,140.915,141363,4
1L9m2l2lhXgQ3GwmmCx3OK,Ma il cielo è sempre più blu,57,57.0,0.647,0.642,2,-9.021,1,0.0503,0.15,0.0,0.272,0.704,145.783,272747,4
0SiywuOBRcynK0uKGWdCnn,Bad Romance,83,87.0,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4
70gbuMqwNBE2Y5rkQJE9By,Going to California - Remaster,70,80.0,0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,212161,4
1J2bSdTRCqCTAFEj5Soto1,EL MAKINON,0,80.5,0.689,0.705,0,-3.224,0,0.102,0.256,1.06e-06,0.108,0.456,89.109,209160,4
7B2fknZPG00tGa669tFTwY,È strano,52,63.0,0.571,0.906,5,-4.281,0,0.369,0.38,0.0,0.123,0.391,99.993,181200,4
2ZfN2wRHwwbFd7Ok0L3wQ6,Blu Part II (con Rkomi),55,71.0,0.443,0.375,0,-9.121,0,0.0617,0.868,0.0,0.115,0.451,167.842,215973,4
3tyS1f2PbyNjImQkx31JSI,Peaches,2,87.66666666666667,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
0RS1tp85979N7W73I0jBsl,Hoodboy - Remix,61,63.5,0.864,0.626,6,-5.99,0,0.207,0.126,0.0,0.0911,0.608,127.934,202413,4
3ILta8SPlsWdOueRYzc5mL,COLPA TUA ⫷⫸ (con VENERUS & GUÈ PEQUENO),54,68.66666666666667,0.483,0.564,6,-7.887,1,0.331,0.577,2.19e-05,0.103,0.414,81.287,184525,3
5ELslnQ2Iwb9Xs9ChJmdFK,Follow You Follow Me,46,65.0,0.341,0.585,7,-8.019,1,0.0288,0.111,2.2e-06,0.145,0.323,90.97,255149,4
6A2S1AAwT6FKNBW5cfCTse,Like This Like That (feat. Yung Snapp & MV Killa),67,67.0,0.838,0.542,8,-8.214,0,0.101,0.0419,1.43e-06,0.0956,0.373,100.025,157396,4
5LRdi4Gn7ThvX5ZEtgs4wE,Girls Like Us,1,73.0,0.444,0.648,1,-4.955,1,0.0476,0.288,0.0,0.059,0.171,125.706,189000,5
7a9UYUF7DPMVVDgLR4cWcV,Sai Zio,47,57.0,0.793,0.634,1,-6.015,1,0.247,0.189,0.0,0.0502,0.571,100.027,196510,4
6uw8FVNAFNNpdXtd0AZl6m,Marylin M.,60,60.0,0.425,0.633,0,-4.954,1,0.135,0.281,0.0,0.147,0.57,176.732,120533,4
2bSISLx7J1E89LOUpRDn6L,Summer Of Love,0,86.0,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,184104,4
1uRs0KvO2qWlCWvmaqMw0i,VODKA,47,57.5,0.61,0.691,1,-5.833,1,0.118,0.034,0.0,0.0997,0.45,91.509,141639,4
7ApHBH6DG99v5rd87Z0oH7,Visiting Hours,54,96.0,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,215507,4
36NlxYasxVfIxKhCZge7N4,In Da Getto,3,87.0,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,130667,4
2M79CjIkz1FscycSFeIfxz,"Chiagne Ancora (feat. LIBERATO, J Lord)",57,58.0,0.706,0.547,2,-6.827,0,0.161,0.0887,0.0,0.135,0.248,92.984,218187,4
5HgZU8DoSWLvs1dWBvXYJt,Vengo dalla luna,69,85.0,0.79,0.775,11,-5.042,1,0.0505,0.149,0.0,0.189,0.832,109.944,184387,4
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,82,72.0,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,266600,4
2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,81,79.0,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133,4
2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,78,67.0,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,175173,4
13WyXaPBrX8AD6zC7WrRIz,Leave Before You Love Me,1,83.5,0.724,0.744,7,-4.757,1,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,154983,4
2mPU6OddNRQQqNRxNlV9ti,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 16 Evangelist: ""Und das habt zum Zeichen""",0,61.0,0.419,0.00437,6,-35.23,1,0.0506,0.962,0.0,0.131,0.285,70.106,23133,3
3Rxr2lYDyYYItKfsAWC1Ow,Perros,53,59.0,0.834,0.674,1,-4.23,1,0.134,0.111,0.0166,0.129,0.466,118.021,136271,4
2tVNMtgZ2CQpTx7vgcuTkL,Domenica,59,72.0,0.695,0.708,9,-6.348,0,0.0428,0.182,0.0,0.0462,0.599,105.997,201547,4
4cidC29LpX9CdX996etYB2,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 15 Aria: ""Frohe Hirten, eilt, ach eilet""",1,55.2,0.367,0.0398,3,-29.144,0,0.0542,0.951,0.0118,0.102,0.443,112.215,198893,3
3kuvIQ1toSohJe7N59RCUs,"Xerxes, HWV 40, Act I: Ombra mai fu (Largo)",0,37.25,0.123,0.0592,3,-22.973,1,0.0423,0.976,0.92,0.104,0.0388,152.675,184000,1
59WN2psjkt1tyaxjspN8fp,Killing In The Name,81,74.0,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,313573,4
776AftMmFFAWUIEAb3lHhw,ZITTI E BUONI,81,85.0,0.625,0.939,4,-3.115,0,0.0669,0.00138,0.0,0.424,0.644,102.999,194787,4
4KlqAS4jrzO4khBU661vts,Scusa,42,69.0,0.673,0.469,2,-5.725,1,0.0326,0.546,0.0,0.142,0.374,129.934,210361,4
0M2YkvoDWKgEvLaCmdH3Gv,Baila Morena - New Spanish Version,61,65.0,0.694,0.787,5,-5.369,1,0.0413,0.000906,0.00409,0.11,0.613,119.779,246373,4
6mLyPouOxoDGzcIg5EiNQz,Izzpot x Fumez The Engineer - Plugged In,49,60.0,0.818,0.706,8,-7.729,0,0.331,0.142,0.0,0.0575,0.888,145.002,158897,4
3UqlUOFqUvP79SS5tj2LSg,TU,57,48.5,0.717,0.639,3,-6.337,0,0.0522,0.629,0.0,0.092,0.78,174.026,199397,4
36CCwXDYJMnrATe2P5XXsN,"Messiah, HWV 56 / Pt. 1: 8. ""Behold, a virgin shall conceive""",0,59.75,0.303,0.00839,8,-29.612,1,0.054,0.918,0.0,0.121,0.118,89.326,30373,3
1ratO7Giyo1FzfKY8Ir5ge,Always Gonna Love You - Radio Version,0,79.0,0.544,0.715,11,-4.876,1,0.0483,0.153,0.0,0.13,0.368,143.128,177593,4
4cSq4KBk4i19g30NtyBZ3c,Il mio giorno più bello nel mondo,58,53.0,0.538,0.753,11,-5.877,1,0.0649,0.292,0.0,0.141,0.617,146.054,217640,4
6CuWMcgY57r7qjYEIgosYt,La Pioggia Alla Domenica,55,68.0,0.555,0.925,7,-4.306,1,0.0546,0.0171,0.0,0.138,0.287,156.049,218947,4
6vkF11cZr2S1lBNUPI4yeU,"Not Yet - From ""Gladiator"" Soundtrack",0,68.5,0.179,0.0126,4,-31.129,0,0.0498,0.962,0.319,0.102,0.0366,124.194,92907,4
5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),83,91.0,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773,4
3Ft3QTxVpwrUKBXJlRT8Hc,t r a n s p a r e n t s o u l,3,80.5,0.374,0.83,11,-5.203,0,0.0584,0.00213,0.0,0.15,0.204,90.19,168398,4
3dGhOC4QbPjAGHdUaOCP3Q,Pepsi & Coca,51,44.0,0.441,0.665,1,-8.343,0,0.189,0.501,9.46e-06,0.241,0.769,80.916,124417,4
61QSuw5VlC0LTS8WMO356g,All The Way Up,69,68.75,0.536,0.721,10,-6.44,0,0.386,0.062,0.0,0.824,0.393,117.139,191942,5
1jRpaRzkH54WWxnGP35Mkn,Spaccacuore,55,51.0,0.686,0.535,2,-7.671,1,0.028,0.291,0.000146,0.126,0.511,143.915,262933,4
3zHvBT3J48250YSMj0Dv5A,Shy Away,1,85.0,0.588,0.856,9,-5.242,0,0.0316,0.000818,0.0739,0.238,0.635,96.966,175044,4
0kM3bPNUPgxaeOf7VzRQer,La Mia Signorina,55,64.0,0.812,0.411,9,-5.315,1,0.0383,0.104,0.0,0.0743,0.701,114.063,202613,4
3SdTKo2uVsxFblQjpScoHy,Stand by Me,79,66.0,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4
7dt6x5M1jzdTEt8oCbisTK,Better Now,83,91.0,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4
6EifxNYtHg8kB4GNOhzrJv,"Euforia (feat. Tedua, Madame, Aiello & Birthh)",51,59.2,0.575,0.494,9,-8.174,1,0.0416,0.309,0.0,0.212,0.171,119.274,204000,4
0siYMEsGrzzzlWLXK5zJfS,BED,83,83.0,0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,178088,4
6G2xXQRSZlEzYsUEb3uvuR,Está Dañada,85,72.0,0.405,0.565,1,-9.266,0,0.0372,0.38,0.0195,0.107,0.166,159.892,214149,3
7ccLSJLeL00X07GL9kE0Jk,1 COLPO (feat. Neima Ezza),64,63.0,0.774,0.83,4,-5.062,0,0.0358,0.195,0.0169,0.512,0.354,109.977,177283,4
